13,9
21,15
5,12
9,15
4,19
25,2
19,11
18,23
24,24
1,25
20,15
22,1
4,18
20,6
7,16
1,9
19,9
17,7
14,23
2,9
15,9
7,16
4,1
6,9
8,19
11,20
4,17
13,19
12,23
9,24
22,1
8,18
9,4
4,15
4,3
8,15
21,5
19,25
9,2
19,24
8,4
25,24
20,11
7,5
15,19
9,2
19,16
23,7
21,12
20,14
1,21
19,1
5,7
8,8
2,1
13,13
22,12
9,14
23,10
24,7
21,1
5,23
24,19
19,15
19,15
25,5
23,9
16,8
25,8
9,15
7,14
12,16
1,11
23,6
12,11
7,1
17,21
16,4
9,4
2,1
1,17
20,5
17,23
13,1
18,12
11,24
16,21
12,21
2,7
4,18
4,6
17,5
20,2
9,4
21,3
21,12
20,10
1,22
6,12
21,21
18,18
13,7
3,17
13,16
3,14
19,1
8,4
12,23
9,11
24,24
6,4
25,10
7,21
19,10
2,12
10,8
20,5
3,9
22,16
11,25
25,15
2,14
3,21
19,7
4,8
15,16
9,13
14,21
8,19
9,10
25,13
21,2
10,1
25,11
13,24
11,4
24,12
18,8
7,2
15,15
11,14
4,11
11,20
15,12
24,21
3,19
11,13
23,3
14,24
15,23
20,5
14,2
13,10
2,7
4,25
7,24
20,24
1,7
22,16
7,7
10,15
9,16
12,25
2,18
24,15
9,10
18,25
25,2
15,20
14,13
9,20
20,5
12,19
15,6
22,10
11,14
17,16
4,19
20,4
20,3
25,4
23,8
10,8
23,22
4,11
15,10
6,23
19,9
22,17
13,19
1,25
13,15
20,22
10,24
12,4
23,22
19,2
20,25
22,4
6,24
3,5
3,4
20,24
18,14
1,4
7,16
23,12
15,9
2,25
24,20
10,11
1,18
21,12
24,8
6,3
6,5
17,8
18,4
2,1
6,10
12,10
14,14
22,17
15,2
14,4
23,18
10,12
10,7
12,14
25,7
5,20
18,15
14,25
25,15
9,16
23,7
9,17
12,22
8,20
15,16
4,5
1,25
5,11
25,1
7,12
24,5
12,19
20,1
25,4
14,22
8,2
14,4
19,11
3,18
13,12
21,20
3,17
13,13
3,1
15,24
3,4
11,1
25,16
1,4
14,5
4,15
3,14
17,7
19,13
12,8
22,16
16,25
18,13
20,1
17,19
9,21
14,25
21,11
12,22
25,11
20,8
19,10
4,6
8,10
23,5
6,19
8,8
9,2
22,18
17,11
11,9
14,19
9,4
14,18
12,8
8,1
20,16
10,12
15,18
1,6
16,1
16,2
17,9
21,1
12,10
22,11
6,15
6,15
1,8
9,13
17,10
1,15
9,19
8,20
22,11
1,3
3,8
1,21
20,8
18,16
6,21
11,22
3,9
1,11
20,23
3,1
14,1
3,5
25,12
21,4
18,2
22,19
22,20
6,1
18,7
22,2
5,24
3,24
3,25
16,16
7,11
8,20
11,1
18,18
22,8
18,3
16,14
6,11
23,13
9,12
11,11
22,7
8,16
3,3
5,11
15,11
5,23
5,14
13,8
3,4
12,14
23,11
9,3
22,25
2,10
19,8
23,15
25,12
13,25
18,13
23,1
9,4
22,14
9,16
1,15
4,25
15,16
9,24
20,11
5,15
2,25
24,10
13,11
16,11
25,7
20,7
13,20
20,7
15,21
9,22
6,24
10,17
2,14
11,14
3,2
17,10
18,2
13,20
16,25
18,1
15,7
12,19
19,12
24,12
8,21
6,19
20,13
5,6
7,16
6,17
1,1
15,23
10,3
24,6
5,16
2,1
5,11
11,7
21,2
6,25
12,2
5,11
5,22
12,19
17,3
19,18
23,15
23,19
18,14
13,16
11,1
14,17
9,14
22,25
13,16
5,12
12,6
8,4
18,1
24,22
10,11
25,20
11,15
15,24
8,2
25,8
8,4
7,6
3,17
9,6
9,18
15,19
20,24
16,9
9,21
24,24
10,23
15,25
14,3
4,2
5,8
12,20
21,8
22,10
8,10
3,4
13,7
9,7
3,8
18,20
10,14
16,13
18,2
20,21
24,18
23,13
18,23
1,23
13,13
6,6
24,22
16,2
24,13
4,19
14,5
19,1
14,20
10,5
17,17
1,23
9,12
3,7
25,1
21,18
8,13
4,20
23,15
9,5
17,12
8,9
24,16
4,12
8,13
4,16
25,16
8,17
25,21
17,4
6,13
12,11
9,2
15,17
22,10
4,2
3,13
18,3
15,14
24,20
10,10
23,17
11,18
1,15
21,1
15,1
9,3
23,7
23,13
3,20
4,23
21,18
24,10
21,4
11,13
24,16
18,4
7,14
10,20
8,15
13,13
18,4
12,2
19,14
21,15
21,11
15,12
2,17
13,4
5,20
21,12
11,19
25,17
22,10
12,14
21,17
12,24
21,18
22,25
23,2
22,7
2,11
4,2
12,23
14,11
22,10
1,2
18,5
22,16
6,21
11,1
8,11
17,10
13,3
22,23
23,20
25,4
1,7
7,23
5,4
23,16
20,22
6,22
8,16
15,7
20,6
16,10
12,14
12,2
19,4
5,1
6,17
2,8
10,24
9,23
10,10
12,7
25,21
22,25
9,24
3,5
14,9
25,8
23,4
22,19
4,17
15,23
6,18
25,10
1,19
19,1
11,9
12,1
10,15
11,7
1,10
13,3
15,7
5,17
25,12
8,8
11,22
1,18
7,4
7,4
11,16
7,6
1,7
19,15
9,23
12,8
25,1
10,5
2,16
16,24
12,19
18,6
1,16
12,22
6,25
20,24
22,4
14,14
21,8
24,1
24,16
24,24
16,7
15,24
23,6
2,18
7,19
19,16
4,3
20,10
1,19
23,7
25,11
25,14
10,13
17,17
11,3
15,6
12,20
15,19
20,11
19,4
12,20
10,9
10,11
20,7
18,4
14,7
20,13
12,16
2,22
7,4
24,23
9,16
11,7
10,1
18,24
12,22
15,23
5,10
10,22
16,10
5,11
7,23
14,8
6,14
16,19
4,4
9,22
16,13
18,15
18,13
4,5
7,5
8,17
1,7
24,12
7,20
19,22
16,10
7,5
21,10
13,21
6,20
19,18
17,2
2,6
15,18
20,23
6,8
16,11
8,21
20,17
23,23
25,18
6,17
21,21
15,10
5,13
1,5
9,24
9,24
13,10
21,18
5,24
14,12
15,21
23,21
23,15
20,1
13,12
3,8
2,20
2,5
14,19
8,9
2,25
6,23
1,23
18,12
11,22
4,7
22,3
25,9
21,16
25,5
24,8
3,6
11,14
5,20
9,10
17,23
11,24
17,5
17,25
25,21
20,6
16,9
21,8
25,21
2,3
6,22
1,8
17,5
6,19
4,24
5,12
11,13
1,1
13,1
3,13
14,20
8,13
24,16
1,17
7,14
2,21
7,22
24,3
18,7
14,25
24,12
18,13
19,24
5,15
4,24
25,6
14,13
21,3
10,4
16,16
9,1
14,5
7,3
20,9
21,15
24,23
8,22
14,17
10,6
21,7
22,15
19,10
21,24
20,20
20,16
2,21
14,20
15,15
2,24
25,23
6,22
20,6
21,1
12,23
2,21
2,14
24,6
1,18
13,21
7,15
18,8
15,3
2,18
8,18
12,17
18,5
9,2
9,18
7,20
5,18
25,4
10,16
20,6
9,15
17,11
5,20
5,16
11,2
25,20
15,25
5,2
16,14
10,6
14,7
11,14
6,8
10,16
9,21
2,7
3,1
6,2
3,11
10,22
12,20
25,4
21,10
20,10
16,13
4,16
16,16
17,2
21,13
9,23
7,12
5,22
21,6
15,15
1,4
12,7
5,19
16,7
18,17
15,9
4,17
11,6
1,15
18,7
11,1
18,4
14,18
17,22
10,18
20,8
7,2
25,2
20,24
12,21
6,14
24,1
8,7
17,21
19,21
23,13
25,15
12,14
1,14
11,7
6,1
21,25
4,10
3,21
4,2
18,9
18,9
1,14
3,12
8,3
5,9
25,4
10,8
7,18
8,16
7,8
18,12
19,6
21,13
5,23
5,12
20,25
5,16
1,15
24,6
9,12
5,1
21,7
18,10
17,23
12,6
24,24
18,24
19,8
16,14
15,25
25,25
24,17
19,5
25,25
13,23
16,22
23,5
21,10
12,2
24,10
3,20
19,10
17,14
7,23
7,15
19,7
13,15
4,10
11,8
19,14
12,23
17,17
1,7
18,1
20,24
13,11
4,16
19,2
6,1
9,7
23,12
17,19
20,17
8,22
13,6
21,10
17,12
7,2
9,2
19,5
23,10
22,25
11,22
21,15
25,19
6,21
16,25
18,8
23,6
15,19
23,16
23,15
12,23
19,8
9,16
5,17
9,21
15,3
24,10
1,6
6,2
1,21
2,2
25,17
7,2
7,12
17,5
15,2
23,12
4,14
15,1
15,16
1,11
4,5
18,21
21,2
7,12
11,8
20,24
1,25
2,21
25,10
9,21
22,10
21,20
20,8
22,16
8,25
13,6
2,12
15,13
8,4
5,21
11,12
23,19
16,8
1,2
15,20
17,25
16,9
4,12
9,10
16,9
24,9
22,6
18,3
12,3
13,2
15,10
2,20
11,1
9,23
17,4
17,12
18,17
7,10
24,19
10,1
1,10
22,3
13,14
7,21
10,4
16,1
23,9
3,13
6,5
9,18
22,9
21,7
14,9
8,17
23,3
7,13
12,10
20,11
2,5
25,15
23,22
15,18
17,19
16,4
24,6
12,22
4,13
14,7
8,23
22,7
7,12
17,3
13,6
24,9
15,1
20,24
10,3
20,8
11,22
9,1
10,7
6,23
12,15
13,13
5,10
9,21
19,19
19,3
5,5
22,9
1,25
1,7
4,24
24,1
14,11
17,11
3,1
19,20
14,25
18,13
23,7
20,14
12,13
7,1
9,21
19,13
5,16
6,11
9,19
5,13
12,5
5,25
18,25
20,11
18,17
1,20
14,12
23,18
19,11
7,19
9,1
9,25
10,12
17,7
6,23
20,7
8,21
13,15
6,9
22,18
20,2
14,12
16,10
9,22
20,2
14,3
11,17
1,8
18,16
25,15
9,7
20,22
4,2
4,18
8,9
6,7
1,21
9,20
1,21
7,20
15,10
24,20
23,14
5,24
1,5
25,22
7,13
10,7
23,14
13,17
1,8
17,22
14,1
15,5
23,18
7,24
15,1
13,15
24,23
6,25
21,15
20,19
20,2
1,19
17,1
18,3
18,18
4,17
14,20
12,17
22,6
6,6
12,10
12,3
18,22
3,6
13,6
25,15
25,3
17,22
7,3
7,1
2,13
10,25
20,20
12,11
24,3
19,18
21,23
9,25
24,19
20,9
15,6
4,14
15,25
4,7
14,15
12,6
19,19
2,21
16,10
14,3
6,3
18,14
18,24
5,15
7,2
8,8
5,3
6,20
22,19
5,4
13,15
17,23
6,4
22,7
2,3
9,22
24,6
21,5
8,15
12,12
16,22
5,2
13,4
13,3
6,8
18,21
9,19
7,23
14,24
10,19
9,8
19,24
4,8
10,3
14,3
6,10
15,8
24,22
18,12
2,10
7,13
10,11
22,2
5,18
19,10
10,14
25,16
15,15
7,11
15,25
7,14
23,14
8,7
18,11
18,25
1,20
23,1
14,21
15,1
12,19
22,16
6,8
22,21
4,23
3,18
8,2
10,11
16,15
8,15
3,15
7,9
10,14
5,7
11,2
14,25
4,18
13,14
23,3
13,16
21,12
1,13
25,3
2,23
7,15
22,22
7,8
21,18
10,23
5,7
21,1
6,6
1,20
20,20
2,12
10,18
22,25
1,4
4,19
7,15
2,21
25,20
2,10
10,5
13,22
13,7
9,3
20,22
25,21
4,23
3,8
22,7
7,14
19,9
1,10
2,20
2,12
14,17
9,16
23,7
10,21
6,11
1,24
24,23
5,18
20,4
12,19
1,21
21,16
14,3
8,12
14,13
25,6
5,12
18,2
15,20
2,5
14,18
9,24
7,20
21,7
11,15
19,16
25,4
5,13
25,5
25,12
18,12
7,9
3,14
1,4
7,20
20,19
3,18
17,8
1,7
20,17
15,12
5,7
13,22
13,23
6,7
3,4
15,14
2,5
21,11
13,17
3,15
19,2
8,2
20,18
7,12
13,25
16,4
5,7
16,5
9,25
24,24
10,18
7,7
18,24
20,16
8,18
24,20
4,20
7,17
17,12
7,3
10,1
5,12
13,25
23,23
17,21
1,1
13,2
7,16
17,8
12,24
9,13
19,12
13,11
12,16
22,14
21,10
2,4
20,14
8,4
1,17
12,21
2,5
16,6
12,6
14,21
10,13
4,24
25,10
9,21
16,21
3,18
1,8
21,18
14,18
5,11
12,8
7,10
10,11
1,24
15,22
4,5
7,1
15,18
2,23
1,7
15,15
12,10
1,18
15,13
13,7
24,24
21,1
9,20
21,21
25,11
14,13
24,4
25,21
12,4
3,13
11,22
9,3
13,4
3,17
23,12
11,8
22,2
18,3
4,13
6,7
25,4
5,12
19,5
21,16
21,17
8,10
20,25
18,12
9,23
5,21
8,13
18,15
12,2
14,11
5,7
24,12
5,16
17,18
23,25
15,9
20,11
2,11
18,23
6,4
14,7
11,18
17,23
17,6
10,14
12,25
2,2
18,20
3,16
8,11
16,1
20,11
5,5
25,20
19,13
19,24
9,20
21,6
5,19
5,21
24,13
9,13
16,15
15,21
2,22
17,19
9,7
9,24
10,15
6,12
2,2
1,3
7,22
17,4
11,19
12,4
17,11
23,24
11,8
5,19
11,19
17,2
14,25
6,5
17,21
22,6
24,2
18,24
18,21
9,1
25,12
12,16
12,23
14,16
16,20
18,15
14,1
20,14
5,23
4,9
2,25
21,5
24,6
12,3
19,21
20,5
17,11
11,21
22,16
2,10
9,14
5,2
6,2
17,16
9,6
13,10
19,8
1,9
16,15
19,12
2,2
15,9
16,6
9,4
4,21
20,4
21,19
9,18
11,15
25,20
5,8
25,23
6,15
18,1
20,12
15,22
24,2
25,2
3,8
25,15
13,7
19,8
7,18
4,1
17,23
25,7
17,18
15,23
15,13
18,24
24,14
12,10
25,25
8,16
10,12
7,20
22,6
24,18
22,18
21,22
20,21
9,3
12,18
8,10
23,7
12,1
2,13
20,17
17,4
8,11
7,5
15,14
22,14
13,3
12,14
4,21
13,21
17,18
14,7
5,3
22,14
14,11
25,6
21,1
24,10
21,23
10,15
13,9
17,23
9,21
8,24
20,9
24,10
21,10
11,19
13,13
7,20
6,7
25,14
11,17
16,4
23,2
15,16
5,24
1,17
12,21
14,9
17,22
8,4
24,9
4,23
9,19
25,10
10,12
13,6
8,22
17,9
8,8
20,15
7,24
16,14
17,3
7,8
22,2
1,15
11,23
15,13
14,15
10,11
17,14
10,11
4,22
18,16
7,2
3,10
23,6
9,15
25,17
6,23
16,11
8,16
6,4
7,13
10,25
1,14
19,5
12,23
9,14
12,10
3,5
22,9
18,3
4,11
23,4
15,24
16,8
10,2
14,6
13,11
25,3
2,18
19,8
16,15
19,4
3,18
17,1
22,17
15,25
8,18
22,13
6,3
24,17
17,11
23,12
16,13
24,8
15,20
6,13
16,23
16,13
14,6
24,21
8,13
10,24
15,20
25,6
14,7
9,16
17,19
15,8
11,15
8,10
10,4
18,6
16,14
5,4
18,17
15,1
14,14
13,12
2,4
9,3
4,17
17,21
2,16
13,24
17,2
14,1
16,25
6,16
23,17
7,15
4,14
11,24
8,24
3,12
6,12
20,9
18,4
24,4
9,6
10,22
18,3
14,19
17,1
2,6
13,21
23,8
12,18
19,1
3,19
20,15
24,18
17,8
23,3
24,7
22,8
23,15
11,5
10,15
15,24
6,6
21,7
15,21
17,3
5,18
22,22
13,6
10,25
3,9
13,9
23,11
25,23
9,17
23,11
24,11
17,13
7,18
1,24
8,1
10,12
22,13
15,24
10,16
21,20
20,6
7,20
23,19
15,1
24,11
19,13
4,2
14,21
15,8
3,4
23,14
2,6
16,20
6,14
21,15
3,23
15,6
8,23
25,23
21,15
10,15
19,23
9,22
16,19
18,17
20,7
15,8
16,24
19,5
14,11
14,12
12,3
8,12
8,23
23,6
12,11
5,25
2,22
24,16
15,16
22,6
17,15
10,23
7,19
20,7
7,6
5,18
20,5
14,13
20,21
14,13
24,14
14,7
23,15
17,4
7,17
25,15
9,6
11,10
20,9
15,24
4,17
3,23
2,4
9,17
23,21
24,2
23,5
9,2
5,10
22,10
9,22
12,1
11,11
17,25
19,8
19,8
25,18
2,3
23,2
1,13
14,7
20,8
21,4
1,5
24,12
10,19
10,17
19,22
16,11
1,8
10,12
17,13
13,20
15,11
23,7
12,17
9,4
18,21
10,19
14,16
24,23
6,3
9,6
12,16
8,5
12,25
24,11
1,7
1,9
25,18
21,2
4,25
10,13
23,19
18,6
2,14
19,10
13,25
18,3
9,11
6,2
16,23
16,18
17,13
8,6
7,25
23,4
7,3
16,12
18,19
12,3
19,23
11,21
21,10
2,12
4,17
5,24
12,19
19,14
13,7
21,5
1,17
9,3
3,2
13,13
14,19
12,16
7,25
2,18
1,4
10,20
21,7
24,24
23,17
3,17
21,15
18,8
20,11
23,5
21,10
1,16
21,20
25,25
1,10
16,11
17,24
15,23
24,12
13,7
21,14
17,15
8,10
24,11
16,25
25,1
21,2
11,19
13,18
18,8
16,25
6,24
4,15
19,6
6,10
8,3
23,18
19,22
16,17
18,24
24,7
9,3
12,17
1,8
15,7
18,24
15,19
8,3
25,1
24,17
22,9
10,8
16,11
9,11
18,2
12,20
2,8
3,15
16,18
23,17
12,20
15,23
13,15
13,13
1,17
9,9
16,20
21,1
18,7
2,10
16,8
13,14
12,3
21,13
12,6
3,9
4,22
11,14
21,5
23,1
17,7
3,8
17,10
2,20
19,2
22,23
17,6
16,11
6,4
3,19
18,13
1,2
18,11
5,22
7,6
9,25
18,15
11,15
21,21
18,18
2,16
2,15
21,11
19,9
25,5
15,20
5,21
10,4
7,25
1,15
18,3
21,10
22,7
1,2
3,24
1,12
7,25
17,13
24,2
15,15
3,5
22,15
9,22
10,4
5,23
21,9
6,4
4,19
22,21
18,17
16,14
20,20
21,22
1,18
13,23
3,19
15,2
7,11
1,3
3,25
6,9
13,18
12,25
8,23
8,14
11,5
13,25
2,16
1,23
21,4
6,18
4,20
12,12
8,25
24,10
7,14
12,4
4,1
2,4
12,15
17,22
23,19
23,9
10,21
21,25
21,23
6,9
19,11
15,14
2,11
12,8
18,10
18,18
9,25
15,10
21,3
18,20
19,1
12,24
12,1
1,13
4,15
15,16
23,16
4,7
15,12
17,7
22,2
4,17
23,11
13,4
2,8
3,10
22,6
12,18
14,15
3,4
13,17
5,14
20,22
8,23
9,19
22,1
24,21
4,22
9,18
21,18
1,23
4,12
21,18
8,18
22,18
4,16
20,11
4,24
8,25
17,16
20,3
18,7
11,6
22,5
7,17
14,11
10,19
10,9
19,16
7,12
1,22
8,5
4,15
23,5
2,17
8,20
23,4
14,6
21,2
3,24
21,1
18,5
15,4
6,2
1,13
8,10
21,25
14,13
24,6
24,4
12,12
22,16
10,12
21,15
20,5
16,2
23,15
3,1
19,13
12,12
24,3
9,11
15,19
25,10
25,25
3,17
13,22
21,24
21,7
22,5
17,21
16,9
18,23
5,7
8,11
20,11
21,5
13,25
5,21
13,10
6,5
13,2
3,8
9,3
25,5
21,7
17,8
18,10
20,10
2,20
25,1
14,5
16,21
15,7
8,16
22,19
15,19
15,21
15,7
8,7
13,19
15,14
5,8
10,12
11,11
2,23
9,19
18,18
17,24
20,15
1,8
19,1
15,12
17,20
25,14
9,2
25,6
11,10
6,24
1,4
22,9
16,4
21,12
21,16
14,2
5,13
17,2
15,11
6,7
17,19
20,7
10,13
17,1
15,15
5,14
10,25
11,21
9,8
16,1
17,9
4,14
12,17
4,18
6,2
13,3
15,7
4,18
17,24
21,8
20,9
20,13
9,10
8,18
3,9
15,4
25,15
3,11
18,4
12,12
16,11
20,17
3,11
6,20
1,18
13,17
7,9
2,7
20,4
15,9
17,8
22,7
12,11
22,4
14,21
7,1
5,12
18,21
3,22
22,18
4,25
19,25
5,1
20,18
24,18
25,16
1,19
23,11
16,15
20,22
23,11
24,21
23,2
3,22
18,12
5,10
14,17
4,2
11,10
16,22
9,7
4,22
4,10
23,3
17,23
8,2
15,10
7,1
1,21
10,8
24,19
4,17
24,2
2,25
25,11
16,24
6,13
4,18
1,11
19,7
15,4
21,16
21,7
14,7
9,7
22,13
6,13
14,2
16,10
19,1
5,24
8,18
5,24
12,5
15,22
12,15
18,23
22,11
10,25
15,14
25,6
14,5
20,20
23,11
21,12
14,16
17,25
14,15
11,21
24,2
4,9
5,16
5,2
25,10
3,17
9,16
23,23
4,24
16,10
8,7
12,25
10,9
24,16
18,12
21,8
25,25
25,7
25,24
23,9
25,24
14,5
6,25
15,10
17,23
8,5
11,13
15,9
9,8
4,2
11,5
25,12
7,14
11,6
3,12
11,12
9,6
18,9
11,10
2,15
13,23
12,23
7,3
13,3
8,6
19,4
14,5
25,21
4,19
6,1
8,19
1,23
12,17
22,4
21,15
22,11
6,21
2,17
13,17
15,14
19,6
15,1
6,19
4,4
18,19
11,4
25,14
19,5
3,13
3,19
7,2
18,9
7,9
10,3
13,11
4,20
20,15
14,12
19,22
14,21
17,18
5,8
24,8
2,1
23,20
14,20
14,5
21,2
23,18
9,8
24,9
1,9
8,23
10,3
3,11
5,6
4,2
14,14
3,23
4,4
4,14
14,15
6,14
1,9
6,10
24,4
22,1
5,11
17,16
11,5
10,11
22,21
4,6
22,6
19,15
17,1
22,23
19,18
21,25
4,11
15,6
6,22
20,25
1,5
23,5
3,25
14,24
17,10
7,18
9,22
19,15
4,6
7,22
15,15
22,7
24,25
3,4
18,18
24,25
8,1
16,22
7,10
21,17
19,9
18,3
7,10
17,20
4,1
8,15
17,13
10,11
4,3
13,22
5,21
11,1
8,16
24,1
11,7
12,3
8,4
14,17
6,21
25,3
18,14
7,21
10,16
10,22
3,24
15,6
13,9
1,15
25,25
24,12
8,8
5,10
4,2
2,18
10,13
12,9
23,10
18,7
2,4
11,7
9,2
2,23
18,21
21,8
6,10
18,6
23,5
4,22
11,18
10,15
3,14
9,19
10,19
2,21
12,9
17,13
16,7
15,24
17,11
17,24
24,12
23,9
20,19
16,8
9,7
18,7
14,10
11,21
16,1
5,11
17,15
21,13
21,18
14,20
2,2
12,5
3,13
18,5
9,8
13,25
1,11
17,18
18,22
20,8
12,9
22,20
9,6
10,13
22,4
16,6
19,19
1,11
11,10
7,21
8,8
22,10
24,13
19,21
13,19
25,2
8,17
8,23
5,14
6,10
7,18
25,2
3,21
23,4
6,7
6,5
4,18
21,22
14,11
6,12
5,15
24,20
19,7
19,24
11,9
18,13
18,23
19,22
6,4
10,20
22,13
6,18
17,2
14,16
22,14
13,7
7,20
22,3
1,4
12,2
2,5
17,1
16,2
3,1
20,19
5,8
20,8
16,3
24,8
22,25
14,9
15,23
14,12
4,24
6,2
20,6
11,18
19,11
19,15
16,13
22,21
10,22
16,22
18,14
17,12
9,5
16,15
12,6
10,23
18,2
2,15
11,23
16,15
16,17
13,9
11,24
9,8
20,2
16,15
15,16
13,24
23,19
20,6
20,4
2,3
13,5
15,7
14,14
2,13
25,19
21,20
15,16
2,23
24,23
18,19
16,8
11,5
14,14
10,20
14,3
15,11
7,5
13,2
16,10
16,11
16,16
21,4
20,14
4,10
21,3
4,17
24,24
15,10
7,15
4,24
5,10
15,12
21,11
20,1
25,24
12,1
3,21
4,1
17,13
8,4
23,22
22,22
25,20
14,25
22,12
8,3
14,18
23,16
16,2
2,11
15,10
6,15
7,23
16,7
8,2
22,16
4,11
7,20
23,13
21,22
2,2
3,23
14,18
15,13
18,12
18,7
17,16
17,19
8,3
19,11
14,25
9,19
24,11
15,15
24,9
5,5
11,12
20,15
8,11
22,14
3,6
17,13
3,15
20,12
13,14
1,22
10,3
9,8
15,8
16,1
20,11
22,13
17,8
14,7
14,25
24,14
18,7
25,7
13,11
19,7
5,20
1,20
13,14
14,24
3,25
15,15
12,6
23,19
5,13
8,6
2,3
18,9
16,21
2,7
11,15
3,20
16,7
20,9
20,14
14,11
6,19
20,17
25,10
7,15
5,2
17,2
1,20
5,10
12,18
11,17
6,5
5,5
6,8
5,18
20,21
2,2
6,1
3,1
16,4
9,15
25,13
17,19
11,16
18,21
17,12
4,23
3,7
6,22
10,23
2,12
23,9
18,11
24,24
9,4
12,19
21,20
25,21
5,13
3,4
